WKT,LEFT_FID,RIGHT_FID
"LINESTRING (120.26225492595013 -5.120991116905381, 120.26236533739313 -5.1210366274984525, 120.26265907307159 -5.121157702606969)",8,6
"LINESTRING (120.26332582426372 -5.120840908828826, 120.26329918704862 -5.120903993730395, 120.2630859969958 -5.121243542514951, 120.26302762047503 -5.121289197571486, 120.26300648058724 -5.121302779513102)",-1,8
"LINESTRING (120.26343525039293 -5.1206881655471586, 120.26340758736285 -5.120730222268198, 120.26332582426372 -5.120840908828826)",-1,3
"LINESTRING (120.26364276385517 -5.120772980670439, 120.26343525039293 -5.1206881655471586)",-1,0
"LINESTRING (120.26332582426372 -5.120840908828826, 120.26328244924672 -5.120820180491202, 120.26288915377114 -5.120632229818576)",8,3
"LINESTRING (120.2642215259298 -5.120612765539854, 120.26412956269988 -5.120922811330051, 120.26407412535724 -5.120907967857378, 120.26378101527668 -5.1208294868972475, 120.26364276385517 -5.120772980670439)",-1,0
"LINESTRING (120.26419575819669 -5.120515681547009, 120.26417075452369 -5.120596323003544, 120.2642215259298 -5.120612765539854)",40,0
"LINESTRING (120.26343525039293 -5.1206881655471586, 120.26343440987826 -5.120687822012536, 120.26366704133795 -5.120335768347915)",3,3
"LINESTRING (120.26343525039293 -5.1206881655471586, 120.26343440987826 -5.120687822012536, 120.26366704133795 -5.120335768347915)",3,51
"LINESTRING (120.26343525039293 -5.1206881655471586, 120.26366704133795 -5.120335768347915)",3,0
"LINESTRING (120.26343525039293 -5.1206881655471586, 120.26366704133795 -5.120335768347915)",51,0
"LINESTRING (120.26370598253781 -5.120262224523196, 120.26366704133795 -5.120335768347915)",-1,3
"LINESTRING (120.26366704133795 -5.120335768347915, 120.26369225661414 -5.120297608676137, 120.26370598253781 -5.120262224523196)",-1,0
"LINESTRING (120.25984402870536 -5.120181688427626, 120.25982784319385 -5.120230688800807, 120.25959680688936 -5.120891720452268, 120.25937695392525 -5.121598416187266)",-1,2
"LINESTRING (120.26436982509323 -5.119954285450999, 120.26435075311271 -5.12001579563852, 120.26419575819669 -5.120515681547009)",40,0
"LINESTRING (120.26436982509323 -5.119954285450999, 120.26472033741338 -5.120040090405873, 120.26515488100044 -5.120132323273794, 120.2652935170939 -5.12016591001838, 120.26532851722487 -5.120172931602672, 120.26537764000547 -5.12017327139158, 120.26544227778379 -5.120173718494024, 120.26550294952104 -5.120373377332997, 120.26541308872294 -5.120396504401435, 120.26530933006723 -5.120423208278766, 120.26528785274171 -5.120488654766729, 120.26525282809853 -5.120478382687009, 120.26509923411557 -5.120433336391426, 120.26507691419775 -5.120487383094894, 120.26503418231651 -5.120590856427019, 120.26498238720431 -5.120567954398301, 120.264952380496 -5.120614674227551, 120.2646796043196 -5.120534828423094, 120.26465807767761 -5.120586954126936, 120.26464057318375 -5.120629340385173, 120.26449834058464 -5.120587463653135, 120.26434597612456 -5.120516834897669, 120.26432935077493 -5.120509128191462, 120.26428573904782 -5.120633561229469, 120.2642215259298 -5.120612765539854)",-1,40
"LINESTRING (120.25984402870536 -5.120181688427626, 120.25997971475104 -5.119770909181985, 120.26010839889287 -5.119381327307136)",2,1
"LINESTRING (120.26370598253781 -5.120262224523196, 120.2638218380741 -5.120043421238372, 120.26396547842108 -5.11962921806439, 120.26403929913232 -5.119356129300699)",3,0
"LINESTRING (120.26403929913232 -5.119356129300699, 120.2641841756383 -5.119401516479692, 120.26450960573301 -5.119503467700313, 120.26436982509323 -5.119954285450999)",-1,0
"LINESTRING (120.25793466897956 -5.12111557625967, 120.25811532161464 -5.120689166816626, 120.25844085585162 -5.119838456735313, 120.25862198268622 -5.119301287484277)",-1,2
"LINESTRING (120.26225492595013 -5.120991116905381, 120.26222107477307 -5.1209771637558115, 120.2614623143822 -5.120666913876602, 120.26195949247706 -5.119264323940141, 120.2621257751098 -5.119183068314624, 120.26218676581944 -5.119148732871513)",-1,8
"LINESTRING (120.26288915377114 -5.120632229818576, 120.26264996728409 -5.120524812445713, 120.26261550440024 -5.120498365352309, 120.2626073978784 -5.120442145083158, 120.26259517871361 -5.1202316957246845, 120.26260221639676 -5.120111072032672, 120.26265252683248 -5.120084815497948, 120.26275460053077 -5.120031544204349, 120.26277501094644 -5.1199981592558546, 120.26273728675841 -5.119897581067677, 120.26266859502104 -5.119789697773467, 120.26257159491762 -5.119609967100989, 120.26246136837604 -5.1194564794895685, 120.26235335338326 -5.119343646230477, 120.26226669686486 -5.1192548131033115, 120.26220982582178 -5.1191708891593395, 120.26218676581944 -5.119148732871513)",8,3
"LINESTRING (120.25862198268622 -5.119301287484277, 120.25868189509849 -5.119117009407568, 120.25896313054045 -5.119211452562642, 120.25897388593427 -5.11917681554752, 120.25899649443681 -5.119104006377005, 120.25954250502325 -5.119225410182325, 120.2595566895654 -5.119254161366869, 120.25994833422433 -5.119340475299315, 120.26010839889287 -5.119381327307136)",-1,2
"LINESTRING (120.26010839889287 -5.119381327307136, 120.26024241049646 -5.118957520610732, 120.26027105368881 -5.118897961949618, 120.26070842515435 -5.118997381824884, 120.26127442349855 -5.1191289114985254, 120.26142878399173 -5.119165435206672, 120.2613716257917 -5.119485089468488, 120.2613310660317 -5.119602546847955, 120.26125016019917 -5.119787254151274, 120.26117225002753 -5.119940414717459, 120.26107556994484 -5.12013366156727, 120.26099336150993 -5.120288238188551, 120.26094129503826 -5.120419991449741, 120.26092381532361 -5.120493077313147, 120.26086466372212 -5.120472241053851, 120.26052515061436 -5.120375173972367, 120.26000786820146 -5.1202266375007115, 120.25984402870536 -5.120181688427626)",-1,1
"LINESTRING (120.25395321025631 -5.1188340879164445, 120.25389822027121 -5.119011703079022, 120.2538556906846 -5.11914349597171, 120.25355499568361 -5.1194252831002744, 120.25333702430481 -5.119990502587666, 120.25325565269056 -5.119956454625172, 120.2524841413219 -5.119656897187828, 120.25245012502386 -5.119329969998419, 120.25256138575133 -5.118789183246862)",-1,13
"LINESTRING (120.25256138575133 -5.118789183246862, 120.25273643596246 -5.118733035962262, 120.25287648786889 -5.118507121218195, 120.25292532647502 -5.118433074631377, 120.25297479303867 -5.118358075938343)",-1,13
"LINESTRING (120.25297479303867 -5.118358075938343, 120.25300976481073 -5.118414718320239, 120.25303798941356 -5.1185023923065325, 120.25320847655556 -5.118562608905173, 120.25391630543206 -5.118820634949615, 120.25395321025631 -5.1188340879164445)",15,13
"LINESTRING (120.26218676581944 -5.119148732871513, 120.26223281068683 -5.119122811359731, 120.26239817164846 -5.119029719362154, 120.26296064779322 -5.118713065812639, 120.26352259251377 -5.118421740583188, 120.26350106671404 -5.11837441217, 120.26373405521214 -5.118257059827756, 120.2638214111214 -5.118461853386045, 120.26393107888747 -5.1187468367818605, 120.26403257390092 -5.118991140327965, 120.26406420501128 -5.1191227738959215, 120.2640732853491 -5.119230402265871, 120.26403929913232 -5.119356129300699)",-1,3
"LINESTRING (120.26940556450616 -5.119105773497233, 120.26947565876446 -5.118938716924391, 120.26950763130438 -5.118892234458248, 120.26972162555194 -5.119036600863034, 120.26976135606051 -5.119114235208209, 120.26971507486057 -5.119231669537581, 120.26975588295241 -5.119392511460295, 120.26980500284519 -5.119424109133839, 120.26983989857096 -5.119392512289143, 120.27001763758301 -5.119295270452338, 120.2700482729353 -5.119268954437371, 120.2700656603302 -5.119217385375461, 120.2704224924474 -5.119416873345604, 120.27058655303296 -5.11952803234663, 120.2708878381936 -5.119668467335424, 120.27119789864211 -5.11966198642335, 120.27138387191889 -5.119534942923008, 120.27140541082075 -5.11952234288102, 120.27153833292891 -5.119444584744913, 120.2715838290668 -5.119512201936758, 120.27152299777958 -5.11968695596001, 120.27124108475174 -5.120020530773204, 120.27055792132342 -5.119869329540159, 120.27050286858194 -5.120471668576141, 120.2704071146607 -5.120680632888484, 120.27034330985322 -5.120695568939991, 120.26937302074346 -5.120379890102343, 120.26942634276084 -5.120180940872275, 120.2694539037982 -5.120089840833562, 120.2687723179857 -5.119886097049052, 120.26875217820883 -5.119965519013257, 120.26873169226317 -5.120019335182023, 120.26854440647585 -5.1200457775786505, 120.26825651934368 -5.12010312526303, 120.26794899422657 -5.120042333288375, 120.26794930106708 -5.11997008981193, 120.2679194028652 -5.119935533382301, 120.26773088731946 -5.119855829153573, 120.26764211163407 -5.119872664432788, 120.26762777967659 -5.1199097172686985, 120.26760126634808 -5.12005754456488, 120.26752649595882 -5.12003577706339, 120.26735114398703 -5.119984727752034, 120.26741918658925 -5.119810027574332, 120.267100832289 -5.11964656591599, 120.26678784627163 -5.119514930922507, 120.26684837576202 -5.1193139708067585, 120.26708369220054 -5.119383785458241, 120.26722513240027 -5.118989831253516, 120.2672000987366 -5.118881369135562, 120.26712124269605 -5.11883773494499, 120.26706742031918 -5.118815294502952, 120.26711248091372 -5.118504868307448, 120.26721136388522 -5.11833407150115, 120.26746295220518 -5.118137094105777, 120.26754305992893 -5.118036111999811, 120.26765320804915 -5.118043592156394, 120.26780215834792 -5.118395159415166, 120.267795899932 -5.118578423122398, 120.26780466171432 -5.118785373912325, 120.26780466171422 -5.118871395606537, 120.26784471557615 -5.119048425723325, 120.26783720547711 -5.1190920598995975, 120.2677358191392 -5.119235429314693, 120.26770202369322 -5.119318957567807, 120.2677646078524 -5.119383785458241, 120.26773957418872 -5.119568295572006, 120.26794359854765 -5.119636863506092, 120.26811007241113 -5.119179328243082, 120.26835915736469 -5.119256623051592, 120.26831284508685 -5.119468560381944, 120.26846179538579 -5.119502221010362, 120.26865580627918 -5.119601956195095, 120.26869836350743 -5.119644343643935, 120.26897123044145 -5.1197864662458885, 120.26901378766968 -5.119618163161175, 120.26946689698224 -5.1197328586015205, 120.26954074629006 -5.119198028600789, 120.26940556450616 -5.119105773497233)",-1,39
"LINESTRING (120.2536120591628 -5.117862384944137, 120.25424821921233 -5.118090811321594, 120.25504993766644 -5.118413669126707, 120.25473966263492 -5.119152548697213, 120.25464842679389 -5.119110983033058, 120.25398365988234 -5.118845187759622, 120.25395321025631 -5.1188340879164445)",-1,15
"LINESTRING (120.27689720128092 -5.117812642282769, 120.27686048524093 -5.118061980874143, 120.27682376920086 -5.1182165707519305, 120.27672196563528 -5.118258127164375, 120.27667356721881 -5.118467571441763)",38,36
"LINESTRING (120.27689720128092 -5.117812642282769, 120.27697730900475 -5.117769423583749, 120.2771158286104 -5.117812642282769, 120.27705240999569 -5.117992166078332, 120.2773528139598 -5.1180752789296, 120.27740769088271 -5.117852915986874, 120.27756309673462 -5.117985517049804, 120.27779674426226 -5.118116835351192, 120.27802037832438 -5.117714569076857)",-1,38
"LINESTRING (120.27802037832438 -5.117714569076857, 120.27806251832493 -5.117750307619738, 120.27814346050411 -5.118175014336821, 120.27816515634595 -5.118387783153698, 120.27797323159119 -5.1183902765378635, 120.27779298921266 -5.118764284050646, 120.27789646168921 -5.118838254399514, 120.277919826442 -5.118877317389335, 120.27782219515362 -5.1190410494694065, 120.27781218168818 -5.119159069521449, 120.27775543871724 -5.119247168982686, 120.27769702683533 -5.119238026586335, 120.27764946287438 -5.119253817998158, 120.27750343316951 -5.119150758250844, 120.27746337930769 -5.119219741793189, 120.2774112258417 -5.119193145729526, 120.27733987990028 -5.1193041011752465, 120.27719468465095 -5.119490273565195, 120.27706784742169 -5.119406329771057, 120.2770469860353 -5.119299945540921, 120.27717924722504 -5.119159485084944, 120.27727103732518 -5.119205612634546, 120.27749800920913 -5.118814982830043, 120.27733111811796 -5.1186670421183615, 120.27711749752127 -5.118563982276545, 120.27708912603576 -5.11865540633065, 120.2769506064301 -5.11865540633065, 120.27693391732099 -5.118522425883996, 120.27667356721881 -5.118467571441763)",-1,38
"LINESTRING (120.25297479303867 -5.118358075938343, 120.2528735984227 -5.118194175049749, 120.25265986122994 -5.117991230271611, 120.2524186469804 -5.117801317255808, 120.25238687557489 -5.117703155788765, 120.25238546584602 -5.117621084534528, 120.25238482840703 -5.117568302734441, 120.25260209324036 -5.117615139715313, 120.25325183365507 -5.1177900698483585, 120.2536120591628 -5.117862384944137)",-1,15
"LINESTRING (120.27667356721881 -5.118467571441763, 120.27663059276281 -5.1186695355014615, 120.27641864107702 -5.118624654604774, 120.27624340543137 -5.118632965882218, 120.27610989255844 -5.118676184522884, 120.27599807552734 -5.11865457520295, 120.27589627196176 -5.118576449193822, 120.2758111575052 -5.118443468730736, 120.27570601611788 -5.118385289769532, 120.27565928661228 -5.118262282805451, 120.275645935325 -5.118125977763531, 120.27519532937893 -5.118041202661925, 120.27506682323872 -5.118395263306106, 120.27493664818762 -5.118353706902632, 120.27486321610756 -5.118177507721787, 120.27484152026564 -5.11801128203506, 120.27464458877807 -5.117879963712, 120.27459952818353 -5.117771916970313, 120.27450273135058 -5.1177486453620284, 120.27444598837964 -5.1178783014545575, 120.2745544675889 -5.118057825231735, 120.27456448105434 -5.118207428340836, 120.2744543329342 -5.1182257131629365, 120.27426908382304 -5.118239011215018, 120.27423737451568 -5.117891599513922, 120.27435252936863 -5.117728698268452, 120.27409384817732 -5.117614002468749, 120.2741823004556 -5.117524240524205, 120.27452108937067 -5.1177187247214855, 120.2746245618472 -5.117743658588634, 120.27497670204946 -5.117565796981592, 120.27541395670833 -5.117695453111247, 120.27559586799765 -5.11779518857771, 120.27593966364543 -5.117879963712, 120.27603171765801 -5.1178692790215345, 120.2761532842421 -5.1178284337297635, 120.27629681058056 -5.117848380820143, 120.27630348622415 -5.117914871116967, 120.27667899117928 -5.118001308492535, 120.27675742999206 -5.11779020180476, 120.27689720128092 -5.117812642282769)",-1,36
"LINESTRING (120.26517200064207 -5.117177391849446, 120.26543656856448 -5.116249376750635, 120.26557765509148 -5.115685865566964, 120.26587012937742 -5.115756249011992, 120.26589734886745 -5.115623638194198, 120.26625570377445 -5.115701675540117, 120.2662858687662 -5.115706504182847, 120.26628832395647 -5.115643239011079, 120.26665531755998 -5.115695014173636, 120.26671483263276 -5.115717981610389, 120.26680403118282 -5.116050695275718, 120.26688742592806 -5.1163463254895385, 120.26685257315664 -5.1163792540215285, 120.2667697195182 -5.116433225932647, 120.26673089778063 -5.1167078762692535, 120.26653193238724 -5.116652936294639, 120.26651863988964 -5.116716533598063, 120.2664508816318 -5.116698395944373, 120.26635072306564 -5.116671585304176, 120.26633404029315 -5.116741254964528, 120.26631902440444 -5.116836420913693, 120.26620517399044 -5.116812161079019, 120.26600728372077 -5.116781449608763, 120.26596699955374 -5.116912940161254, 120.26594123077143 -5.116906363688732, 120.26582980073033 -5.116877925522954, 120.2658126251586 -5.116941347935431, 120.26577262955604 -5.117089035354614, 120.26575217963678 -5.117087238658223, 120.26563533322201 -5.117076972711641, 120.26562047745597 -5.1171344068351425, 120.26558393747551 -5.117275674565101, 120.26555476119162 -5.117265032060534, 120.26517200064207 -5.117177391849446)",-1,31
"LINESTRING (120.27583285334723 -5.116245962577069, 120.27604605671623 -5.116284194594354, 120.27614869473724 -5.116184458892346, 120.27622504741147 -5.116162018357227, 120.27643032345358 -5.1159824940481196, 120.2765680086038 -5.116051062366609, 120.27658803553476 -5.116113397195197, 120.27674699929905 -5.1162056527303195, 120.27680582840863 -5.1161981725522425, 120.27713376940281 -5.11627297432866, 120.27710623237273 -5.116423824551018, 120.2768997046474 -5.116392657152578, 120.27671195216993 -5.116339049223815, 120.276529206425 -5.116595868562855, 120.2764941592959 -5.116777886090305, 120.2763677392944 -5.117068366009623, 120.27619375533187 -5.11702847177957, 120.27614118463812 -5.117079586261373, 120.27612991948948 -5.1172404098481765, 120.27626009454058 -5.117253292356037, 120.27628512820425 -5.117326431750134, 120.27642865454263 -5.11737131273786, 120.27630682404609 -5.117705426658657, 120.27596302839831 -5.11772869826854, 120.27593298800193 -5.117620651501185, 120.27567764463245 -5.1176023666618535, 120.2756392596815 -5.117264928169239, 120.27552410482856 -5.117246643319782, 120.27558251671047 -5.117116987099178, 120.27559920581959 -5.116934138538263, 120.27542063235201 -5.116917515939233, 120.2754089499757 -5.116811131295205, 120.2755975369087 -5.116824429376597, 120.27557083433406 -5.116546831868505, 120.27575608344532 -5.1165385205640606, 120.27574940780164 -5.116407201938665, 120.27517029571536 -5.1159849874417, 120.27524873452822 -5.115848681914657, 120.27546736185761 -5.115955066718734, 120.27551242245225 -5.115875278117319, 120.27563258403782 -5.115928470519358, 120.27573438760348 -5.115627600937221, 120.27542230126298 -5.115494619861292, 120.27544566601568 -5.115331718005643, 120.27561255710685 -5.115140557612084, 120.27583952899082 -5.114987629256061, 120.27607818325117 -5.115034172672648, 120.27583285334723 -5.116245962577069)",-1,34
"LINESTRING (120.25346645168278 -5.115902490638622, 120.25352682678681 -5.116033953190311, 120.25356694501936 -5.1163554566133955, 120.25356832514392 -5.116702615145273, 120.25349745933806 -5.116676268878682, 120.2529886269446 -5.116439858445319, 120.25265039433326 -5.116135479883941, 120.2525446541864 -5.115811932606882, 120.25238646936623 -5.1156663680037555, 120.25213115904765 -5.115483089291193, 120.25186418052019 -5.115283888014475, 120.25193832567757 -5.115142554638184, 120.25222166966346 -5.114925352035347)",-1,16
"LINESTRING (120.27880507937402 -5.114922489245431, 120.27875751541299 -5.115301485577704, 120.27901035541615 -5.115371300667058, 120.27896904987112 -5.115646820856033, 120.27881884788907 -5.115952261650912, 120.27866739422382 -5.1159323145013795, 120.2786285920451 -5.11602082997251, 120.27898907680199 -5.116175420343503, 120.27890771739504 -5.116398578958379, 120.27865112234237 -5.11631380362789, 120.27855098768777 -5.116463407144754, 120.2787262233334 -5.116555662629428, 120.27860105501502 -5.116760120683204, 120.27831191619964 -5.116610517235618, 120.27833444649691 -5.116505794801516, 120.27805782451328 -5.116464653840567, 120.27791888767996 -5.116408552525951, 120.27778871262886 -5.116326270588954, 120.27785254847126 -5.116070697838258, 120.27800275045321 -5.116170433557941, 120.27804781104794 -5.115669261409182, 120.27827561738734 -5.115705415632086, 120.27827186233782 -5.115381274250617, 120.27834195659604 -5.115209229912197, 120.27840579243842 -5.114895061870571, 120.27880507937402 -5.114922489245431)",-1,37
"LINESTRING (120.25250034102251 -5.1148688797763, 120.25264127163821 -5.115018821901061, 120.25273552852246 -5.115114143230735, 120.25297833307627 -5.115359689740882, 120.25313131267148 -5.115514396881314, 120.2532759823614 -5.115690491884959, 120.25346645168278 -5.115902490638622)",17,16
"LINESTRING (120.25222166966346 -5.114925352035347, 120.25242056697603 -5.114784004735793, 120.25250034102251 -5.1148688797763)",-1,16
"LINESTRING (120.25250034102251 -5.1148688797763, 120.25249786638805 -5.114848809465376, 120.25250002886936 -5.114830926976642, 120.25252920452343 -5.114589660616507)",-1,17
"LINESTRING (120.25252920452343 -5.114589660616507, 120.25259364391592 -5.1143928300744195, 120.25262548092175 -5.114314089071901, 120.25288627153112 -5.114442401213879, 120.2533421775462 -5.114667184376629, 120.25390186984164 -5.114933535175823, 120.25423016698879 -5.115111866374343, 120.254557498374 -5.115293062392266, 120.25453352287703 -5.115371080300933, 120.25450248892847 -5.115443928920514, 120.2545524914822 -5.115469185418651, 120.25423326361557 -5.116306877538233, 120.2535923570395 -5.116042627463256, 120.25351703286167 -5.1159587891693485, 120.25346645168278 -5.115902490638622)",-1,17
"LINESTRING (120.27627416947442 -5.11413287943163, 120.27661740512427 -5.114199116348471, 120.276594020747 -5.114315693031355, 120.27689708334148 -5.114374363227701, 120.27714646690222 -5.114495925009142, 120.27723109598595 -5.114331790501379, 120.27693798367554 -5.114175613855985, 120.27681647280927 -5.1140392939218, 120.2768078083896 -5.113832682960127, 120.27676441933592 -5.113717735108357, 120.27644364509871 -5.113693851627741, 120.27644972454286 -5.113471018486824, 120.27684901147846 -5.11360940235581, 120.27687654850854 -5.113831315164295, 120.27683524296351 -5.113879936499697, 120.27701798870827 -5.114126783222493, 120.27729085564229 -5.1140382674894385, 120.27732590277141 -5.113922324327523, 120.2772620669291 -5.113798900938591, 120.27740350712884 -5.113719112068503, 120.2776938976275 -5.113999619771168, 120.27757749109136 -5.114175404535424, 120.27755120574449 -5.114255193348758, 120.27763006178502 -5.114297581151804, 120.27759376297271 -5.114447185139935, 120.27785286139179 -5.114458405437692, 120.27783658951034 -5.114776313790935, 120.27816327882132 -5.11476758689706, 120.27813824515765 -5.1146578773640465, 120.2780906811967 -5.114353682651427, 120.2781532653558 -5.1142526999485165, 120.27846243110223 -5.114316281652241, 120.27869524417434 -5.11392357102831, 120.27883918774047 -5.114010840076653, 120.27880163724495 -5.114091875610936, 120.27895684595973 -5.114160444131842, 120.27879162377953 -5.114455912038161, 120.27880226308656 -5.114497676478067, 120.2788197866512 -5.114831791899175, 120.2762017026544 -5.114789347793168, 120.27623067998579 -5.114243973047537, 120.27627416947442 -5.11413287943163)",-1,35
"LINESTRING (120.27061220237604 -5.111845842859595, 120.27012683561273 -5.111713692439477)",-1,20
"LINESTRING (120.26881391012077 -5.111305113278129, 120.26872579623019 -5.111632338686943, 120.26837198711698 -5.1115026813292035, 120.26831691305682 -5.111673895526779, 120.26833026434419 -5.111856745590136, 120.26831858196778 -5.111993051967077, 120.2681466841439 -5.112539939455883, 120.26800148889455 -5.112493395858018, 120.26804488057823 -5.112199173750185, 120.26788132730898 -5.112175901939307, 120.26790719542811 -5.111725426004441, 120.2677928750306 -5.1117142056589, 120.26780664354564 -5.11157748365416, 120.26797854136953 -5.111590366275974, 120.26802109859784 -5.111320662302064, 120.26780497463476 -5.111276612027436, 120.26780496865688 -5.111016138504152)",-1,19
"LINESTRING (120.26881391012077 -5.111305113278129, 120.26780496865688 -5.111016138504152)",19,18
"LINESTRING (120.2716120458486 -5.110011028005677, 120.2715949661466 -5.110095595751816, 120.27154658108459 -5.110167871424818, 120.27148465495645 -5.110530902112818, 120.27165450947935 -5.110567910084083, 120.27148048824672 -5.110902388629744, 120.27135452801399 -5.110909079799318, 120.2712755929348 -5.111452737099385, 120.27122520884181 -5.1115848875733265, 120.27123864459992 -5.111655144776226, 120.27123024725105 -5.111713692439477, 120.27117986315798 -5.111805695899439, 120.27105054398581 -5.1120231585704206, 120.2709665704973 -5.111969629304423, 120.27061220237604 -5.111845842859595)",-1,21
"LINESTRING (120.25641163867581 -5.110084302337168, 120.2568549372233 -5.109993023095581, 120.25684269278085 -5.109966792484742)",7,4
"LINESTRING (120.25684269278085 -5.109966792484742, 120.25694117108654 -5.109957750819992, 120.25707978150719 -5.110332753450806, 120.25724610143259 -5.110920183590804, 120.25745104910155 -5.1115077791462165, 120.25770523944979 -5.112290680281959, 120.25771299447938 -5.112432695661416, 120.25756161681271 -5.1123928728630235, 120.2573624454399 -5.112352810182739, 120.25725556601743 -5.112365741551604, 120.25691781283432 -5.112389192237086, 120.25691393894866 -5.112389192236287, 120.25686082591594 -5.112111576432519, 120.25674124750209 -5.111522911793618, 120.25664634744211 -5.111074457536334, 120.25648716867975 -5.11037803466363, 120.25641163867581 -5.110084302337168)",-1,4
"LINESTRING (120.2711429148231 -5.109950569035846, 120.27061220237604 -5.111845842859595)",21,20
"LINESTRING (120.2711429148231 -5.109950569035846, 120.2716120458486 -5.110011028005677)",23,21
"LINESTRING (120.27012683561273 -5.111713692439477, 120.27069617586457 -5.109860238104667)",-1,20
"LINESTRING (120.27069617586457 -5.109860238104667, 120.2711429148231 -5.109950569035846)",23,20
"LINESTRING (120.26938835386214 -5.109578596302254, 120.26881391012077 -5.111305113278129)",-1,18
"LINESTRING (120.27069617586457 -5.109860238104667, 120.26946751128631 -5.109577019055565)",-1,22
"LINESTRING (120.27085242895352 -5.109430755405129, 120.27069617586457 -5.109860238104667)",23,22
"LINESTRING (120.27085242895352 -5.109430755405129, 120.27087689424198 -5.109418899695204)",29,23
"LINESTRING (120.27087689424198 -5.109418899695204, 120.27090261280597 -5.109427791291464)",29,23
"LINESTRING (120.27090261280597 -5.109427791291464, 120.27102262953453 -5.109439694935934, 120.27117857727548 -5.109411062757439, 120.27127462742686 -5.109393427820906, 120.27140548085309 -5.109376767821215, 120.27143402771112 -5.1093731332902275, 120.27145342994889 -5.1093706630343165, 120.27150881607595 -5.1093636113763035, 120.27150885610891 -5.109363606279403, 120.27168418204357 -5.109341284059597)",28,23
"LINESTRING (120.27168418204357 -5.109341284059597, 120.27167740607712 -5.109380563918518, 120.2716120458486 -5.110011028005677)",-1,23
"LINESTRING (120.26780496865688 -5.111016138504152, 120.26780622631796 -5.110985713911352, 120.26773279423782 -5.110802032461479, 120.2676510176031 -5.110717256389894, 120.26756506869121 -5.11061087071558, 120.26752584928482 -5.110499498193886, 120.26751945879614 -5.110437352168227, 120.26755255185937 -5.11028589561666, 120.26766353443503 -5.1101753541771915, 120.26777618592158 -5.110167042789969, 120.26806924492122 -5.11010680875905, 120.26809745127198 -5.109930168209485, 120.26811580929197 -5.10966087910638, 120.26811580929197 -5.109494651208444, 120.26812999503468 -5.109288528555099, 120.26938835386214 -5.109578596302254)",-1,18
"LINESTRING (120.27085242895352 -5.109430755405129, 120.27077876166135 -5.109410007370106, 120.2704904185301 -5.109328796846378, 120.27015324320192 -5.109223285758156, 120.26977660285705 -5.109115082657277)",22,22
"LINESTRING (120.27085242895352 -5.109430755405129, 120.27077876166135 -5.109410007370106, 120.2704904185301 -5.109328796846378, 120.27015324320192 -5.109223285758156, 120.26977660285705 -5.109115082657277)",22,29
"LINESTRING (120.26977660285705 -5.109115082657277, 120.26977720661995 -5.1091135532795855)",22,22
"LINESTRING (120.26977660285705 -5.109115082657277, 120.26977720661995 -5.1091135532795855)",22,29
"LINESTRING (120.26977720661995 -5.1091135532795855, 120.27008084096296 -5.109197944918507, 120.27085242895352 -5.109430755405129)",29,22
"LINESTRING (120.26977720661995 -5.1091135532795855, 120.27008084096296 -5.109197944918507, 120.27085242895352 -5.109430755405129)",29,29
"LINESTRING (120.26946751128631 -5.109577019055565, 120.26963897586272 -5.109075133628569)",-1,22
"LINESTRING (120.26963897586272 -5.109075133628569, 120.26977720661995 -5.1091135532795855)",29,22
"LINESTRING (120.25641163867581 -5.110084302337168, 120.25631653246526 -5.109684431926163, 120.2562321487854 -5.109342177249919, 120.25611450542306 -5.108971089911994, 120.25604575949428 -5.108787135999624)",-1,7
"LINESTRING (120.25604575949428 -5.108787135999624, 120.2563606843793 -5.108685083614859, 120.25653951306094 -5.1093173067721525, 120.25684269278085 -5.109966792484742)",-1,7
"LINESTRING (120.26963897586272 -5.109075133628569, 120.26963883292177 -5.109075503373693, 120.26959502339002 -5.109062917530925, 120.26954290437834 -5.109062492001535, 120.26929993445266 -5.1090040759149895, 120.26908432490644 -5.108960121626958, 120.26891516135217 -5.108928319558424, 120.2688770761585 -5.1089126165605, 120.26887863302247 -5.108826551190558, 120.268903004107 -5.108702328767898, 120.26892598544889 -5.108624722756059, 120.26885080402887 -5.108572120014785, 120.26859518163317 -5.108473883220442, 120.26844964724694 -5.108419486843883, 120.2684496213195 -5.108367825025593)",-1,24
