WKT,Provinsi,Kode_Prov,Kab_Kota,Kode_Kab,KECAMATAN,Kode_Kec,KELURAHAN,Kode_Kel,KODE_RT_RW,LUAS_KUMUH,skor_kumuh,SUMBR_DATA,SK_KUMUH,Kawasan
"POLYGON ((120.33275995120906 -5.2882260122936815, 120.33274432734791 -5.287892640190039, 120.33274879130829 -5.287732621516521, 120.3328291425941 -5.287545933011808, 120.33296975734427 -5.28719033570423, 120.33306126853088 -5.286899190256587, 120.33310814011423 -5.286656939359924, 120.33312376397542 -5.286272449210079, 120.33313715585635 -5.285965745913607, 120.33316393961833 -5.285690157314758, 120.33325098684462 -5.285385676220192, 120.33327553862637 -5.285116754837015, 120.33326884268591 -5.284785603551836, 120.33333580209076 -5.284374442313833, 120.33340499347577 -5.284367774832056, 120.33358131990849 -5.284643364019294, 120.33373086257932 -5.285038967638274, 120.33382460574613 -5.285221211917073, 120.33394513267484 -5.2854812432951945, 120.33408797940517 -5.285745719542136, 120.33421073831407 -5.285963523425405, 120.33439376068729 -5.286214664542659, 120.33457901504073 -5.286388018528767, 120.3346973099893 -5.286688054159289, 120.33457008712007 -5.286972532252473, 120.3343602809849 -5.287239230346122, 120.33413038702825 -5.287477036049418, 120.3338313016866 -5.287863747932594, 120.33336258585268 -5.288519379596375, 120.33325321882477 -5.288494932326468, 120.33321973912233 -5.288370473482845, 120.33313045991586 -5.288183785170475, 120.3329072618997 -5.288201565012182, 120.33275995120906 -5.2882260122936815))",Sulawesi Selatan,73,Sinjai,07,Tellulimpoe,08,Patongko,2007,2007-Desa Pattongko,4.79701078309,23.0,Hasil Verifikasi Pendataan Tahun 2024,,Daerah Kumuh Pattongko
